



65 35 4.88151 -2.47913
65 40 3.36833 -2.74466
65 45 1.60618 -1.75983
65 50 1.14088 0.601014
65 55 2.50973 2.35871
65 60 4.22408 2.52757
65 65 5.2856 1.95699
65 70 5.77469 1.34663
65 75 5.9914 0.888273
65 80 6.09743 0.571558
65 85 6.15875 0.352798
65 90 6.19704 0.194417
65 95 6.21707 0.0687242





70 5 6.17625 -0.134943
70 10 6.12311 -0.286506
70 15 6.02783 -0.47186
70 20 5.87374 -0.707177
70 25 5.62389 -0.999579
70 30 5.21227 -1.32244
70 35 4.56208 -1.56229
70 40 3.69747 -1.47316
70 45 2.92615 -0.818215
70 50 2.74661 0.245721
70 55 3.28898 1.12872
70 60 4.13746 1.45393
70 65 4.86904 1.33969
70 70 5.36124 1.05663
70 75 5.66708 0.768496
70 80 5.85893 0.529025
70 85 5.98246 0.341564
70 90 6.05951 0.193523
70 95 6.09855 0.0693519





75 5 6.04281 -0.120824
75 10 5.96984 -0.251748
75 15 5.84319 -0.401206
75 20 5.6526 -0.572503
75 25 5.38044 -0.756228
75 30 5.00615 -0.916904
75 35 4.52842 -0.979128
75 40 4.01149 -0.839788
75 45 3.61606 -0.444865
75 50 3.52536 0.107741
75 55 3.78266 0.595179
75 60 4.24731 0.852514
75 65 4.73547 0.878138
75 70 5.14394 0.765099
75 75 5.45246 0.6024
75 80 5.67591 0.439918
75 85 5.83253 0.296043
75 90 5.9341 0.172224
75 95 5.98623 0.0625476





80 5 5.9301 -0.0984333
80 10 5.8466 -0.201801
80 15 5.70613 -0.312839
80 20 5.50638 -0.429012
80 25 5.24527 -0.53806
80 30 4.92644 -0.613216
80 35 4.57144 -0.613325
80 40 4.23421 -0.497626
80 45 3.99933 -0.258819
80 50 3.9447 0.049271
80 55 4.08782 0.330485
80 60 4.37261 0.507421
80 65 4.71269 0.562481
80 70 5.0404 0.525647
80 75 5.32208 0.439487
80 80 5.54761 0.336556
80 85 5.71661 0.2345
80 90 5.83046 0.139572
80 95 5.89002 0.0512917





85 5 5.84328 -0.0725593
85 10 5.75556 -0.146849
85 15 5.61157 -0.22283
85 20 5.41515 -0.296602
85 25 5.17356 -0.358402
85 30 4.90086 -0.391616
85 35 4.62283 -0.375656
85 40 4.37967 -0.29501
85 45 4.2198 -0.152651
85 50 4.18175 0.022592
85 55 4.27404 0.18582
85 60 4.47046 0.298994
85 65 4.7255 0.347867
85 70 4.99496 0.341038
85 75 5.24724 0.297691
85 80 5.46363 0.236224
85 85 5.63386 0.169097
85 90 5.75213 0.102486
85 95 5.815 0.0380166





90 5 5.78366 -0.0459906
90 10 5.69501 -0.092214
90 15 5.55196 -0.137813
90 20 5.36209 -0.179682
90 25 5.13739 -0.211776
90 30 4.89576 -0.225222
90 35 4.66223 -0.210566
90 40 4.46785 -0.162271
90 45 4.34428 -0.0839159
90 50 4.31427 0.00995805
90 55 4.38284 0.0984429
90 60 4.53535 0.16327
90 65 4.74383 0.195857
90 70 4.97686 0.198067
90 75 5.20688 0.177958
90 80 5.41295 0.144746
90 85 5.58033 0.105631
90 90 5.69908 0.0648797
90 95 5.76297 0.0242349





95 5 5.75078 -0.0198074
95 10 5.6624 -0.0394247
95 15 5.52105 -0.0582468
95 20 5.33612 -0.0748467
95 25 5.12158 -0.0867425
95 30 4.89647 -0.0906643
95 35 4.68463 -0.0834325
95 40 4.51259 -0.0635399
95 45 4.40499 -0.0327417
95 50 4.37853 0.00359425
95 55 4.43694 0.0380711
95 60 4.56986 0.0641169
95 65 4.75637 0.0782842
95 70 4.97083 0.0807056
95 75 5.18827 0.0739126
95 80 5.38747 0.0611786
95 85 5.55199 0.0452977
95 90 5.67005 0.0281166
95 95 5.73397 0.0105612



