



5 5 5.77789 0.0316184
5 10 5.68836 0.0633225
5 15 5.54434 0.0944342
5 20 5.35423 0.122776
5 25 5.13105 0.144176
5 30 4.89352 0.152692
5 35 4.66665 0.142151
5 40 4.47989 0.109141
5 45 4.36205 0.0562785
5 50 4.33325 -0.00677219
5 55 4.39793 -0.0663092
5 60 4.54336 -0.110295
5 65 4.74457 -0.132867
5 70 4.97233 -0.134973
5 75 5.19974 -0.121785
5 80 5.40535 -0.0994075
5 85 5.57342 -0.0727475
5 90 5.69315 -0.0447631
5 95 5.7577 -0.0167377





10 5 5.82346 0.0591017
10 10 5.73437 0.119304
10 15 5.5892 0.180194
10 20 5.39351 0.238268
10 25 5.15693 0.285471
10 30 4.89575 0.308892
10 35 4.63598 0.293406
10 40 4.414 0.228635
10 45 4.27035 0.118082
10 50 4.23584 -0.0165287
10 55 4.31724 -0.142497
10 60 4.49411 -0.231753
10 65 4.72933 -0.272698
10 70 4.98445 -0.270363
10 75 5.22918 -0.238362
10 80 5.44323 -0.190677
10 85 5.61399 -0.137305
10 90 5.73368 -0.0835471
10 95 5.79762 -0.0310522





15 5 5.89706 0.086287
15 10 5.81075 0.176108
15 15 5.66708 0.270916
15 20 5.46652 0.367409
15 25 5.21144 0.454153
15 30 4.91097 0.508801
15 35 4.58972 0.499987
15 40 4.29599 0.399848
15 45 4.09683 0.207147
15 50 4.05007 -0.0363709
15 55 4.16857 -0.260607
15 60 4.41166 -0.407838
15 65 4.71331 -0.46127
15 70 5.01654 -0.439555
15 75 5.28757 -0.373795
15 80 5.51144 -0.290131
15 85 5.68283 -0.204142
15 90 5.79985 -0.122279
15 95 5.86147 -0.045076





20 5 5.99811 0.111144
20 10 5.91957 0.23018
20 15 5.78505 0.362985
20 20 5.58759 0.509907
20 25 5.31658 0.659415
20 30 4.96346 0.778806
20 35 4.54002 0.808091
20 40 4.10837 0.675769
20 45 3.79217 0.354353
20 50 3.71938 -0.0788847
20 55 3.91946 -0.467028
20 60 4.29683 -0.689385
20 65 4.71705 -0.733172
20 70 5.09201 -0.658154
20 75 5.3923 -0.531205
20 80 5.6198 -0.395345
20 85 5.784 -0.26964
20 90 5.89219 -0.158209
20 95 5.94816 -0.0577029





25 5 6.12307 0.129692
25 10 6.06047 0.273407
25 15 5.94966 0.444591
25 20 5.77596 0.653386
25 25 5.5101 0.898063
25 30 5.10696 1.14449
25 35 4.52971 1.29248
25 40 3.83164 1.16648
25 45 3.25179 0.632366
25 50 3.11832 -0.17558
25 55 3.51286 -0.865678
25 60 4.17153 -1.16965
25 65 4.79315 -1.13269
25 70 5.25536 -0.932729
25 75 5.56934 -0.701242
25 80 5.77951 -0.494372
25 85 5.91988 -0.324404
25 90 6.00876 -0.185661
25 95 6.05394 -0.066869





30 5 6.26323 0.136267
30 10 6.22688 0.29292
30 15 6.16097 0.493113
30 20 6.04876 0.764295
30 25 5.84523 1.13393
30 30 5.45012 1.60383
30 35 4.69351 2.0637
30 40 3.48288 2.12332
30 45 2.23988 1.24881
30 50 1.93841 -0.419891
30 55 2.8625 -1.72355
30 60 4.14085 -2.02119
30 65 5.0672 -1.69423
30 70 5.57976 -1.23632
30 75 5.84788 -0.849024
30 80 5.99661 -0.561181
30 85 6.08684 -0.352453
30 90 6.14248 -0.196258
30 95 6.17085 -0.0697281





35 5 6.40311 0.124954
35 10 6.40185 0.2738
35 15 6.40269 0.477279
35 20 6.40143 0.782327
35 25 6.36473 1.26523
35 30 6.16647 2.03874
35 35 5.43723 3.19218
35 40 3.3563 3.6588
35 45 -0 -0
35 50 -0 -0
35 55 1.68093 -2.14941
35 60 4.6094 -3.55716
35 65 5.79501 -2.33589
35 70 6.1473 -1.45707
35 75 6.2373 -0.901013
35 80 6.25893 -0.555884
35 85 6.2693 -0.333954
35 90 6.27897 -0.18103
35 95 6.28576 -0.0634752





40 5 6.52127 0.092553
40 10 6.55665 0.206059
40 15 6.63304 0.370003
40 20 6.77654 0.637081
40 25 7.01868 1.11715
40 30 7.35626 2.07037
40 35 6.72915 4.23154
40 40 -0 -0
40 45 -0 -0
40 50 -0 -0
40 55 -0 -0
40 60 2.28383 -0
40 65 7.23218 -2.61179
40 70 6.94202 -1.35627
40 75 6.68063 -0.757508
40 80 6.52093 -0.439476
40 85 6.43612 -0.25419
40 90 6.39654 -0.134749
40 95 6.38152 -0.0467375





45 5 6.59495 0.0416841
45 10 6.65649 0.0937395
45 15 6.7897 0.171483
45 20 7.05234 0.304531
45 25 7.56071 0.560518
45 30 8.60736 1.11406
45 35 -0 -0
45 40 -0 -0
45 45 -0 -0
45 50 -0 -0
45 55 -0 -0
45 60 -0 -0
45 65 9.25622 -1.50263
45 70 7.65303 -0.700092
45 75 7.0222 -0.369236
45 80 6.705 -0.206202
45 85 6.54621 -0.116464
45 90 6.47091 -0.0608787
45 95 6.44065 -0.0209752





50 5 6.60785 -0.0183173
50 10 6.67427 -0.0411961
50 15 6.81834 -0.0754464
50 20 7.10448 -0.134401
50 25 7.66627 -0.248352
50 30 8.79392 -0.462383
50 35 -0 -0
50 40 -0 -0
50 45 -0 -0
50 50 -0 -0
50 55 -0 -0
50 60 -0 -0
50 65 9.19279 0.463947
50 70 7.79003 0.30922
50 75 7.08786 0.163211
50 80 6.73915 0.0907499
50 85 6.56606 0.0511426
50 90 6.48404 0.0267141
50 95 6.45096 0.00920147





55 5 6.5569 -0.0743214
55 10 6.60479 -0.166176
55 15 6.70802 -0.300856
55 20 6.90681 -0.525469
55 25 7.26952 -0.944019
55 30 7.90372 -1.82751
55 35 5.26321 -3.17614
55 40 -0 -0
55 45 -0 -0
55 50 -0 -0
55 55 -0 -0
55 60 -0 -0
55 65 8.03396 2.34514
55 70 7.26671 1.1644
55 75 6.84067 0.630519
55 80 6.6086 0.359217
55 85 6.48908 0.205537
55 90 6.43251 0.10829
55 95 6.41018 0.0374597





60 5 6.45366 -0.114925
60 10 6.46758 -0.253454
60 15 6.49903 -0.447247
60 20 6.55421 -0.748275
60 25 6.61903 -1.25163
60 30 6.59011 -2.13261
60 35 6.10823 -3.62078
60 40 -0 -1.59417
60 45 -0 -0
60 50 -0 -0
60 55 -0 -0
60 60 5.36646 4.42961
60 65 6.28065 2.52831
60 70 6.44683 1.47303
60 75 6.41478 0.873223
60 80 6.36743 0.525031
60 85 6.33977 0.310479
60 90 6.3292 0.16677
60 95 6.32688 0.058217





65 5 6.31921 -0.134733
65 10 6.29626 -0.291761
65 15 6.25503 -0.497857
65 20 6.18157 -0.788613
65 25 6.03037 -1.20955
65 30 5.68191 -1.79693
